,formattedAddress,location,rating,regularOpeningHours,businessStatus,userRatingCount,displayName,primaryTypeDisplayName,postalAddress,websiteUri,priceRange
522,"Av Yucatán 555-Local-03, Jardines de Vista Alegre II, 97135 Mérida, Yuc., Mexico","{'latitude': 21.009239299999997, 'longitude': -89.57720859999999}",4.8,"{'openNow': False, 'periods': [{'open': {'day': 1, 'hour': 8, 'minute': 0}, 'close': {'day': 1, 'hour': 19, 'minute': 0}}, {'open': {'day': 2, 'hour': 8, 'minute': 0}, 'close': {'day': 2, 'hour': 19, 'minute': 0}}, {'open': {'day': 3, 'hour': 8, 'minute': 0}, 'close': {'day': 3, 'hour': 19, 'minute': 0}}, {'open': {'day': 4, 'hour': 8, 'minute': 0}, 'close': {'day': 4, 'hour': 19, 'minute': 0}}, {'open': {'day': 5, 'hour': 8, 'minute': 0}, 'close': {'day': 5, 'hour': 19, 'minute': 0}}, {'open': {'day': 6, 'hour': 8, 'minute': 30}, 'close': {'day': 6, 'hour': 14, 'minute': 30}}], 'weekdayDescriptions': ['Monday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 8:30\u202fAM\u2009–\u20092:30\u202fPM', 'Sunday: Closed'], 'nextOpenTime': '2025-10-21T14:00:00Z'}",OPERATIONAL,31.0,"{'text': 'Brownhouse Coffee Club', 'languageCode': 'en'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97135', 'administrativeArea': 'Yucatan', 'locality': 'Merida', 'sublocality': 'Jardines de Vista Alegre II', 'addressLines': ['Av Yucatán 555-Local-03']}",https://www.instagram.com/brownhousemx/,"{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}"
523,"Calle 17 #371 x12 y 44, Local 4, Los Pinos, 97138 Mérida, Yuc., Mexico","{'latitude': 21.0056983, 'longitude': -89.5836305}",4.8,"{'openNow': False, 'periods': [{'open': {'day': 0, 'hour': 8, 'minute': 30}, 'close': {'day': 0, 'hour': 13, 'minute': 0}}, {'open': {'day': 1, 'hour': 8, 'minute': 30}, 'close': {'day': 1, 'hour': 20, 'minute': 0}}, {'open': {'day': 3, 'hour': 8, 'minute': 30}, 'close': {'day': 3, 'hour': 20, 'minute': 0}}, {'open': {'day': 4, 'hour': 8, 'minute': 30}, 'close': {'day': 4, 'hour': 20, 'minute': 0}}, {'open': {'day': 5, 'hour': 8, 'minute': 30}, 'close': {'day': 5, 'hour': 20, 'minute': 0}}, {'open': {'day': 6, 'hour': 8, 'minute': 30}, 'close': {'day': 6, 'hour': 20, 'minute': 0}}], 'weekdayDescriptions': ['Monday: 8:30\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: Closed', 'Wednesday: 8:30\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 8:30\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: 8:30\u202fAM\u2009–\u20091:00\u202fPM'], 'nextOpenTime': '2025-10-22T14:30:00Z'}",OPERATIONAL,30.0,"{'text': 'Procura café y postre', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97138', 'administrativeArea': 'Yucatan', 'locality': 'Merida', 'sublocality': 'Los Pinos', 'addressLines': ['Calle 17 #371 x12 y 44', 'Local 4']}",,"{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}"
524,"C-40A 452-23 y 25, Los Pinos, 97138 Mérida, Yuc., Mexico","{'latitude': 21.0036169, 'longitude': -89.58082979999999}",4.8,"{'openNow': False, 'periods': [{'open': {'day': 0, 'hour': 10, 'minute': 0}, 'close': {'day': 0, 'hour': 16, 'minute': 30}}, {'open': {'day': 3, 'hour': 13, 'minute': 0}, 'close': {'day': 3, 'hour': 19, 'minute': 30}}, {'open': {'day': 4, 'hour': 13, 'minute': 0}, 'close': {'day': 4, 'hour': 19, 'minute': 30}}, {'open': {'day': 5, 'hour': 13, 'minute': 0}, 'close': {'day': 5, 'hour': 19, 'minute': 30}}, {'open': {'day': 6, 'hour': 10, 'minute': 0}, 'close': {'day': 6, 'hour': 16, 'minute': 30}}], 'weekdayDescriptions': ['Monday: Closed', 'Tuesday: Closed', 'Wednesday: 1:00\u2009–\u20097:30\u202fPM', 'Thursday: 1:00\u2009–\u20097:30\u202fPM', 'Friday: 1:00\u2009–\u20097:30\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20094:30\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20094:30\u202fPM'], 'nextOpenTime': '2025-10-22T19:00:00Z'}",OPERATIONAL,110.0,"{'text': 'Deseo nada más', 'languageCode': 'en'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97138', 'administrativeArea': 'Yucatan', 'locality': 'Merida', 'sublocality': 'Los Pinos', 'addressLines': ['C-40A 452-23 y 25']}",https://www.instagram.com/deseonadamas/,"{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}"
525,"18lb, San Pedro Cholul, 97138 Mérida, Yuc., Mexico","{'latitude': 21.0011986, 'longitude': -89.57021809999999}",4.5,"{'openNow': True, 'periods': [{'open': {'day': 0, 'hour': 17, 'minute': 30}, 'close': {'day': 0, 'hour': 22, 'minute': 30}}, {'open': {'day': 1, 'hour': 17, 'minute': 30}, 'close': {'day': 1, 'hour': 22, 'minute': 30}}, {'open': {'day': 2, 'hour': 17, 'minute': 30}, 'close': {'day': 2, 'hour': 22, 'minute': 30}}, {'open': {'day': 3, 'hour': 17, 'minute': 0}, 'close': {'day': 3, 'hour': 22, 'minute': 30}}, {'open': {'day': 4, 'hour': 17, 'minute': 30}, 'close': {'day': 4, 'hour': 22, 'minute': 30}}, {'open': {'day': 5, 'hour': 17, 'minute': 30}, 'close': {'day': 5, 'hour': 22, 'minute': 0}}, {'open': {'day': 6, 'hour': 17, 'minute': 30}, 'close': {'day': 6, 'hour': 22, 'minute': 30}}], 'weekdayDescriptions': ['Monday: 5:30\u2009–\u200910:30\u202fPM', 'Tuesday: 5:30\u2009–\u200910:30\u202fPM', 'Wednesday: 5:00\u2009–\u200910:30\u202fPM', 'Thursday: 5:30\u2009–\u200910:30\u202fPM', 'Friday: 5:30\u2009–\u200910:00\u202fPM', 'Saturday: 5:30\u2009–\u200910:30\u202fPM', 'Sunday: 5:30\u2009–\u200910:30\u202fPM'], 'nextCloseTime': '2025-10-21T04:30:00Z'}",OPERATIONAL,13.0,"{'text': 'Oscar Merengues', 'languageCode': 'es'}","{'text': 'Cafeteria', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97138', 'administrativeArea': 'Yucatan', 'locality': 'Merida', 'sublocality': 'San Pedro Cholul', 'addressLines': ['18lb']}",https://www.facebook.com/Frapperia-to-go-225779854672870/,
526,"Diagonal 33 número 216, Polígono Itzimná, 97143 Mérida, Yuc., Mexico","{'latitude': 21.0008408, 'longitude': -89.57251529999999}",4.6,"{'openNow': False, 'periods': [{'open': {'day': 0, 'hour': 8, 'minute': 0}, 'close': {'day': 0, 'hour': 16, 'minute': 0}}, {'open': {'day': 1, 'hour': 8, 'minute': 0}, 'close': {'day': 1, 'hour': 17, 'minute': 0}}, {'open': {'day': 2, 'hour': 8, 'minute': 0}, 'close': {'day': 2, 'hour': 17, 'minute': 0}}, {'open': {'day': 3, 'hour': 8, 'minute': 0}, 'close': {'day': 3, 'hour': 17, 'minute': 0}}, {'open': {'day': 4, 'hour': 8, 'minute': 0}, 'close': {'day': 4, 'hour': 17, 'minute': 0}}, {'open': {'day': 5, 'hour': 8, 'minute': 0}, 'close': {'day': 5, 'hour': 17, 'minute': 0}}, {'open': {'day': 6, 'hour': 8, 'minute': 0}, 'close': {'day': 6, 'hour': 16, 'minute': 0}}], 'weekdayDescriptions': ['Monday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20094:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20094:00\u202fPM'], 'nextOpenTime': '2025-10-21T14:00:00Z'}",OPERATIONAL,74.0,"{'text': 'Bomboloni café', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97143', 'administrativeArea': 'Yucatan', 'locality': 'Merida', 'sublocality': 'Polígono Itzimná', 'addressLines': ['Diagonal 33 número 216']}",https://facebook.com/Bombolonicafe/,"{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}"
527,"C. 26 164, San Pedro Cholul, 97138 Mérida, Yuc., Mexico","{'latitude': 21.0092359, 'longitude': -89.5709868}",4.6,"{'openNow': True, 'periods': [{'open': {'day': 0, 'hour': 10, 'minute': 0}, 'close': {'day': 0, 'hour': 22, 'minute': 0}}, {'open': {'day': 1, 'hour': 10, 'minute': 0}, 'close': {'day': 1, 'hour': 22, 'minute': 0}}, {'open': {'day': 2, 'hour': 10, 'minute': 0}, 'close': {'day': 2, 'hour': 22, 'minute': 0}}, {'open': {'day': 3, 'hour': 10, 'minute': 0}, 'close': {'day': 3, 'hour': 22, 'minute': 0}}, {'open': {'day': 4, 'hour': 10, 'minute': 0}, 'close': {'day': 4, 'hour': 22, 'minute': 0}}, {'open': {'day': 5, 'hour': 10, 'minute': 0}, 'close': {'day': 5, 'hour': 22, 'minute': 0}}, {'open': {'day': 6, 'hour': 10, 'minute': 0}, 'close': {'day': 6, 'hour': 22, 'minute': 0}}], 'weekdayDescriptions': ['Monday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u200910:00\u202fPM'], 'nextCloseTime': '2025-10-21T04:00:00Z'}",OPERATIONAL,25.0,"{'text': 'DAIKERY', 'languageCode': 'es'}","{'text': 'Bakery', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97138', 'administrativeArea': 'Yucatan', 'locality': 'Merida', 'sublocality': 'San Pedro Cholul', 'addressLines': ['C. 26 164']}",https://m.facebook.com/Dairisweetbites,"{'startPrice': {'currencyCode': 'MXN', 'units': '1'}, 'endPrice': {'currencyCode': 'MXN', 'units': '100'}}"
528,"C. 23A, San Pedro Cholul, 97138 Mérida, Yuc., Mexico","{'latitude': 21.007120300000004, 'longitude': -89.5706798}",5.0,"{'openNow': False, 'periods': [{'open': {'day': 0, 'hour': 16, 'minute': 0}, 'close': {'day': 0, 'hour': 22, 'minute': 30}}, {'open': {'day': 1, 'hour': 7, 'minute': 0}, 'close': {'day': 1, 'hour': 13, 'minute': 0}}, {'open': {'day': 2, 'hour': 7, 'minute': 0}, 'close': {'day': 2, 'hour': 13, 'minute': 0}}, {'open': {'day': 2, 'hour': 16, 'minute': 0}, 'close': {'day': 2, 'hour': 22, 'minute': 30}}, {'open': {'day': 3, 'hour': 7, 'minute': 0}, 'close': {'day': 3, 'hour': 13, 'minute': 0}}, {'open': {'day': 3, 'hour': 16, 'minute': 0}, 'close': {'day': 3, 'hour': 22, 'minute': 30}}, {'open': {'day': 4, 'hour': 7, 'minute': 0}, 'close': {'day': 4, 'hour': 13, 'minute': 0}}, {'open': {'day': 4, 'hour': 16, 'minute': 0}, 'close': {'day': 4, 'hour': 22, 'minute': 30}}, {'open': {'day': 5, 'hour': 7, 'minute': 0}, 'close': {'day': 5, 'hour': 13, 'minute': 0}}, {'open': {'day': 5, 'hour': 16, 'minute': 0}, 'close': {'day': 5, 'hour': 22, 'minute': 30}}, {'open': {'day': 6, 'hour': 9, 'minute': 0}, 'close': {'day': 6, 'hour': 13, 'minute': 0}}, {'open': {'day': 6, 'hour': 16, 'minute': 0}, 'close': {'day': 6, 'hour': 22, 'minute': 30}}], 'weekdayDescriptions': ['Monday: 7:00\u202fAM\u2009–\u20091:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20091:00\u202fPM, 4:00\u2009–\u200910:30\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20091:00\u202fPM, 4:00\u2009–\u200910:30\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20091:00\u202fPM, 4:00\u2009–\u200910:30\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20091:00\u202fPM, 4:00\u2009–\u200910:30\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20091:00\u202fPM, 4:00\u2009–\u200910:30\u202fPM', 'Sunday: 4:00\u2009–\u200910:30\u202fPM'], 'nextOpenTime': '2025-10-21T13:00:00Z'}",OPERATIONAL,86.0,"{'text': 'Cafecito Coffee Shop', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97138', 'administrativeArea': 'Yucatan', 'locality': 'Merida', 'sublocality': 'San Pedro Cholul', 'addressLines': ['C. 23A']}",https://www.instagram.com/coffeeshop_cafecito?igsh=MWxobTcxbzlsanM4aQ==,"{'startPrice': {'currencyCode': 'MXN', 'units': '1'}, 'endPrice': {'currencyCode': 'MXN', 'units': '100'}}"
529,"Av Yucatán entre 28 y 30, La Florida, 97138 Mérida, Yuc., Mexico","{'latitude': 21.011524599999998, 'longitude': -89.57300750000002}",4.5,"{'openNow': False, 'periods': [{'open': {'day': 0, 'hour': 8, 'minute': 0}, 'close': {'day': 0, 'hour': 13, 'minute': 15}}, {'open': {'day': 1, 'hour': 8, 'minute': 0}, 'close': {'day': 1, 'hour': 12, 'minute': 30}}, {'open': {'day': 2, 'hour': 8, 'minute': 0}, 'close': {'day': 2, 'hour': 12, 'minute': 30}}, {'open': {'day': 3, 'hour': 8, 'minute': 0}, 'close': {'day': 3, 'hour': 12, 'minute': 30}}, {'open': {'day': 4, 'hour': 8, 'minute': 0}, 'close': {'day': 4, 'hour': 12, 'minute': 30}}, {'open': {'day': 5, 'hour': 8, 'minute': 0}, 'close': {'day': 5, 'hour': 12, 'minute': 30}}, {'open': {'day': 6, 'hour': 8, 'minute': 0}, 'close': {'day': 6, 'hour': 13, 'minute': 15}}], 'weekdayDescriptions': ['Monday: 8:00\u202fAM\u2009–\u200912:30\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u200912:30\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u200912:30\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u200912:30\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u200912:30\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20091:15\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20091:15\u202fPM'], 'nextOpenTime': '2025-10-21T14:00:00Z'}",OPERATIONAL,767.0,"{'text': 'Los Benes Av Yucatán', 'languageCode': 'es'}","{'text': 'Breakfast Restaurant', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97138', 'administrativeArea': 'Yucatan', 'locality': 'Merida', 'sublocality': 'La Florida', 'addressLines': ['Av Yucatán entre 28 y 30']}",http://www.losbenes.com/,"{'startPrice': {'currencyCode': 'MXN', 'units': '200'}, 'endPrice': {'currencyCode': 'MXN', 'units': '300'}}"
530,"C. 4, Chichí Suárez, 97306 Mérida, Yuc., Mexico","{'latitude': 21.0041892, 'longitude': -89.55940439999999}",,,OPERATIONAL,,"{'text': 'PyOs Café Boutique', 'languageCode': 'es'}","{'text': 'Cafe', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'administrativeArea': 'Yucatan', 'locality': 'Merida', 'sublocality': 'Hacienda Chichí Suárez', 'addressLines': ['C. 4']}",,
531,"C. 7-A 860, Piedra Norte, Caucel, 97314 Caucel, Yuc., Mexico","{'latitude': 21.021334799999998, 'longitude': -89.7218727}",5.0,,OPERATIONAL,2.0,"{'text': 'Sweet Bites', 'languageCode': 'es'}","{'text': 'Bakery', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97314', 'administrativeArea': 'Yucatan', 'locality': 'Caucel', 'sublocality': 'Piedra Norte, Caucel', 'addressLines': ['C. 7-A 860, LT por 112']}",https://www.facebook.com/profile.php?id=100063673955451&mibextid=ZbWKwL,
532,"C. 21 107, Caucel, 97314 Caucel, Yuc., Mexico","{'latitude': 21.016976900000003, 'longitude': -89.70940449999999}",5.0,"{'openNow': False, 'periods': [{'open': {'day': 0, 'hour': 18, 'minute': 0}, 'close': {'day': 0, 'hour': 22, 'minute': 30}}, {'open': {'day': 5, 'hour': 18, 'minute': 0}, 'close': {'day': 5, 'hour': 22, 'minute': 30}}, {'open': {'day': 6, 'hour': 18, 'minute': 0}, 'close': {'day': 6, 'hour': 22, 'minute': 30}}], 'weekdayDescriptions': ['Monday: Closed', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: Closed', 'Friday: 6:00\u2009–\u200910:30\u202fPM', 'Saturday: 6:00\u2009–\u200910:30\u202fPM', 'Sunday: 6:00\u2009–\u200910:30\u202fPM'], 'nextOpenTime': '2025-10-25T00:00:00Z'}",OPERATIONAL,8.0,"{'text': 'Casa ChanChan', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97314', 'administrativeArea': 'Yucatan', 'locality': 'Caucel', 'sublocality': 'La Perla Ciudad Caucel', 'addressLines': ['C. 21 107']}",,"{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}"
533,"C. 20 por 15 y 13, Caucel, 97314 Mérida, Yuc., Mexico","{'latitude': 21.0218775, 'longitude': -89.70646719999999}",5.0,,OPERATIONAL,3.0,"{'text': 'Mirasol Repostería y Cafetería', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97314', 'administrativeArea': 'Yucatan', 'locality': 'Merida', 'sublocality': 'La Perla Ciudad Caucel', 'addressLines': ['C. 20 por 15 y 13']}",https://www.instagram.com/mirasol0301?igsh=MWVnNG5zYjY5ZGNhMQ==,
534,"C. 21 92, Centro, 97314 Caucel, Yuc., Mexico","{'latitude': 21.015815699999997, 'longitude': -89.7051391}",4.3,"{'openNow': False, 'periods': [{'open': {'day': 2, 'hour': 18, 'minute': 0}, 'close': {'day': 2, 'hour': 23, 'minute': 0}}, {'open': {'day': 3, 'hour': 18, 'minute': 0}, 'close': {'day': 3, 'hour': 23, 'minute': 0}}, {'open': {'day': 4, 'hour': 18, 'minute': 0}, 'close': {'day': 4, 'hour': 23, 'minute': 0}}, {'open': {'day': 5, 'hour': 18, 'minute': 0}, 'close': {'day': 5, 'hour': 23, 'minute': 0}}, {'open': {'day': 6, 'hour': 18, 'minute': 0}, 'close': {'day': 6, 'hour': 23, 'minute': 0}}], 'weekdayDescriptions': ['Monday: Closed', 'Tuesday: 6:00\u2009–\u200911:00\u202fPM', 'Wednesday: 6:00\u2009–\u200911:00\u202fPM', 'Thursday: 6:00\u2009–\u200911:00\u202fPM', 'Friday: 6:00\u2009–\u200911:00\u202fPM', 'Saturday: 6:00\u2009–\u200911:00\u202fPM', 'Sunday: Closed'], 'nextOpenTime': '2025-10-22T00:00:00Z'}",OPERATIONAL,9.0,"{'text': 'Mediociclo Café', 'languageCode': 'en'}","{'text': 'Cafe', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97314', 'administrativeArea': 'Yucatan', 'locality': 'Caucel', 'sublocality': 'Centro', 'addressLines': ['C. 21 92']}",,
535,"C. 13 444, Terranova, 97203 Mérida, Yuc., Mexico","{'latitude': 21.021017399999998, 'longitude': -89.6524087}",,"{'openNow': True, 'periods': [{'open': {'day': 0, 'hour': 9, 'minute': 30}, 'close': {'day': 1, 'hour': 1, 'minute': 0}}, {'open': {'day': 1, 'hour': 9, 'minute': 30}, 'close': {'day': 2, 'hour': 0, 'minute': 0}}, {'open': {'day': 2, 'hour': 9, 'minute': 30}, 'close': {'day': 3, 'hour': 0, 'minute': 0}}, {'open': {'day': 3, 'hour': 9, 'minute': 30}, 'close': {'day': 4, 'hour': 0, 'minute': 0}}, {'open': {'day': 4, 'hour': 9, 'minute': 30}, 'close': {'day': 5, 'hour': 0, 'minute': 0}}, {'open': {'day': 5, 'hour': 9, 'minute': 30}, 'close': {'day': 6, 'hour': 1, 'minute': 0}}, {'open': {'day': 6, 'hour': 9, 'minute': 30}, 'close': {'day': 0, 'hour': 1, 'minute': 0}}], 'weekdayDescriptions': ['Monday: 9:30\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 9:30\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 9:30\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 9:30\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 9:30\u202fAM\u2009–\u20091:00\u202fAM', 'Saturday: 9:30\u202fAM\u2009–\u20091:00\u202fAM', 'Sunday: 9:30\u202fAM\u2009–\u20091:00\u202fAM'], 'nextCloseTime': '2025-10-21T06:00:00Z'}",OPERATIONAL,,"{'text': 'Sglamour Mid Cafetería • Fresas con crema fresas con chocolate frappes smoothies mini hotcakes waffles crepas', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97203', 'administrativeArea': 'Yucatan', 'locality': 'Merida', 'sublocality': 'Terranova', 'addressLines': ['C. 13 444']}",,
536,"C. 19ᴮ 373, Pedregales de Lindavista, 97219 Mérida, Yuc., Mexico","{'latitude': 21.0128956, 'longitude': -89.6571108}",4.9,"{'openNow': False, 'periods': [{'open': {'day': 1, 'hour': 7, 'minute': 0}, 'close': {'day': 1, 'hour': 15, 'minute': 0}}, {'open': {'day': 2, 'hour': 7, 'minute': 0}, 'close': {'day': 2, 'hour': 15, 'minute': 0}}, {'open': {'day': 3, 'hour': 7, 'minute': 0}, 'close': {'day': 3, 'hour': 15, 'minute': 0}}, {'open': {'day': 4, 'hour': 7, 'minute': 0}, 'close': {'day': 4, 'hour': 15, 'minute': 0}}, {'open': {'day': 5, 'hour': 7, 'minute': 0}, 'close': {'day': 5, 'hour': 15, 'minute': 0}}, {'open': {'day': 6, 'hour': 9, 'minute': 0}, 'close': {'day': 6, 'hour': 15, 'minute': 0}}], 'weekdayDescriptions': ['Monday: 7:00\u202fAM\u2009–\u20093:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20093:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20093:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20093:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20093:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20093:00\u202fPM', 'Sunday: Closed'], 'nextOpenTime': '2025-10-21T13:00:00Z'}",OPERATIONAL,25.0,"{'text': 'XOXO & Coffee', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97219', 'administrativeArea': 'Yucatan', 'locality': 'Merida', 'sublocality': 'Pedregales de Lindavista', 'addressLines': ['C. 19ᴮ 373']}",,"{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}"
537,"97203, San Pedro Uxmal, 97203 Mérida, Yuc., Mexico","{'latitude': 21.0195003, 'longitude': -89.64316269999999}",4.9,"{'openNow': True, 'periods': [{'open': {'day': 0, 'hour': 18, 'minute': 0}, 'close': {'day': 1, 'hour': 0, 'minute': 0}}, {'open': {'day': 1, 'hour': 18, 'minute': 0}, 'close': {'day': 2, 'hour': 0, 'minute': 0}}, {'open': {'day': 3, 'hour': 18, 'minute': 0}, 'close': {'day': 4, 'hour': 0, 'minute': 0}}, {'open': {'day': 4, 'hour': 18, 'minute': 0}, 'close': {'day': 5, 'hour': 0, 'minute': 0}}, {'open': {'day': 5, 'hour': 18, 'minute': 0}, 'close': {'day': 6, 'hour': 0, 'minute': 0}}, {'open': {'day': 6, 'hour': 18, 'minute': 0}, 'close': {'day': 0, 'hour': 0, 'minute': 0}}], 'weekdayDescriptions': ['Monday: 6:00\u202fPM\u2009–\u200912:00\u202fAM', 'Tuesday: Closed', 'Wednesday: 6:00\u202fPM\u2009–\u200912:00\u202fAM', 'Thursday: 6:00\u202fPM\u2009–\u200912:00\u202fAM', 'Friday: 6:00\u202fPM\u2009–\u200912:00\u202fAM', 'Saturday: 6:00\u202fPM\u2009–\u200912:00\u202fAM', 'Sunday: 6:00\u202fPM\u2009–\u200912:00\u202fAM'], 'nextCloseTime': '2025-10-21T06:00:00Z'}",OPERATIONAL,21.0,"{'text': 'Cafetería La taberna del Dragón', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97203', 'administrativeArea': 'Yucatan', 'locality': 'Merida', 'sublocality': 'San Pedro Uxmal', 'addressLines': ['97203']}",,"{'startPrice': {'currencyCode': 'MXN', 'units': '200'}, 'endPrice': {'currencyCode': 'MXN', 'units': '300'}}"
